ResponseId,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
R_00000000001433,1,2,,,1,2,1,2,1,2,1,2,,3,4,,1,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001434,1,2,,,1,2,1,2,1,2,,2,,3,4,,1,,,,6,7,5,4,,,,,,3,2,,,,,,,1,,,,,,,,,,,,,
R_00000000001435,1,,,,2,1,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001436,2,1,,,2,1,1,2,2,1,1,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,,,5,,,,,
R_00000000001437,1,,,,1,,1,,1,,1,2,,,3,,1,,,,8,2,3,5,4,,,,,1,7,,,,,,,6,,,,,,,,,,,,,
R_00000000001438,,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,3,8,11,4,,,7,2,9,6,5,10,,1,,,,,,,,,,,,1
R_00000000001439,,1,,,,1,,1,,1,1,,2,3,1,4,,,,,,,,,,,5,,,,,,2,,,4,1,,3,,,,,,,,,,,,
R_00000000001440,1,2,,,2,1,2,1,1,2,1,3,4,,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,5,,4,3,,1,,,,
R_00000000001441,1,2,,,,,,,,,,,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,2,,,,,
R_00000000001442,2,1,,,2,1,2,1,2,1,1,,2,3,1,4,,,,,,,,,,3,11,9,1,,,10,7,4,8,2,5,12,6,,,,,,,,,,,,
R_00000000001443,2,1,,,2,1,,,2,1,1,,2,1,4,3,,,,,,12,,,,6,7,3,4,,,11,5,9,8,10,2,,1,,,,,,,,,,,,
R_00000000001444,1,2,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,,,2,4,,,,
R_00000000001445,,1,,,,1,,1,,1,1,4,2,3,1,,,,,,12,,,,,2,9,4,3,,,11,7,8,1,5,10,,6,,,,,,,,,,,,
R_00000000001446,,,,,2,1,2,1,2,1,1,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,,5,1,,,,,
R_00000000001447,,,,,,,,,,,1,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001448,2,1,,,2,1,2,1,2,1,1,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001449,1,2,,,1,2,1,2,1,2,1,2,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,3,,2,,,,
R_00000000001450,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001451,,1,,,,1,,1,,1,1,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,5,,1,,,,,1
R_00000000001452,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001454,,1,,,,1,,1,,1,,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,,,1,,,,,
R_00000000001455,3,1,2,Elliot Fleck,2,1,2,1,2,1,1,,1,3,4,2,,,,,,6,,,,,1,9,10,,12,7,11,3,,2,8,4,5,,,,,,,,,,,,
R_00000000001456,2,1,,,2,1,2,1,2,1,1,,3,2,4,1,,,,,,,,11,,10,9,2,4,,,6,1,7,8,12,3,,5,,,,,,,,,,,2,1
R_00000000001457,1,,,,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,3,,2,,,,
R_00000000001458,1,,,,1,,1,,1,,1,2,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,4,,2,,,,
R_00000000001459,,,,,,,,,,,1,,2,1,3,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000001460,1,2,,,1,2,1,2,1,2,1,,2,,1,4,3,,,,,,,,,,,,,,,,,,,,,,,5,4,,,1,2,,3,,,,
R_00000000001461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001462,1,3,2,Anyone else,1,,1,,1,,1,1,,,,,2,,,,4,1,,3,,,,,,2,5,,,,,,,,,,,,,,,,,,,,
R_00000000001463,2,1,,,,1,,1,,1,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001464,1,2,,,1,2,2,1,2,1,1,4,3,,2,,1,,,,6,5,3,,,,,12,4,10,7,,2,,11,8,,9,1,,,,,,,,,,,,
R_00000000001465,1,2,,,1,2,1,2,1,2,1,1,,2,,3,4,,,,2,1,,,3,,,,,,,,,,4,,,,,,,,,,,,,,,,
R_00000000001466,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001467,2,1,,,2,1,2,1,2,1,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,3,,,,1,,,,
R_00000000001468,3,1,2,Hubert Zhang ,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001469,2,1,,,2,1,2,1,1,2,1,,3,4,1,,2,,,,7,5,,2,,12,9,,1,6,10,11,8,,3,,,,4,,,,,,,,,,,,
R_00000000001470,2,1,,,2,1,2,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001471,2,1,,,1,2,2,1,1,2,1,,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,3,,,5,4,,,,
R_00000000001472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001473,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001474,1,,2,,1,2,1,2,1,2,,2,,,,,1,,,,8,4,7,6,3,,,,10,2,5,,9,,11,,12,1,,,,,,,,,,,,,
R_00000000001475,,1,,,,1,,1,,1,1,,1,3,4,2,,,,,,,,,,3,1,4,8,,,9,2,5,7,10,11,,6,,,,,,,,,,,,
R_00000000001476,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,3,2,,,,
R_00000000001477,1,2,,,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001478,2,1,,,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,8,3,11,10,,,9,6,2,4,5,1,12,7,,,,,,,,,,,,
R_00000000001479,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001481,1,2,,,1,2,1,2,1,2,1,2,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,2,,,5,4,1,,3,,,,
R_00000000001482,3,1,2,Cameron Brehaut,1,2,1,2,1,2,1,,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,3,2,4,,,,
R_00000000001483,1,2,,,1,2,1,2,1,2,1,1,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,2,5,,,4,1,,3,,,,
R_00000000001484,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001485,2,1,,,2,1,2,1,2,1,1,,4,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,3,1,,4,,2,5,,,,
R_00000000001486,1,2,,,2,1,2,1,1,2,1,,4,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,2,,3,1,5,,4,,,,,
R_00000000001487,1,2,,,1,2,1,2,2,1,1,3,,,2,4,1,,,,,9,1,3,5,,,7,4,6,2,,,12,8,10,11,,,,,,,,,,,,,,
R_00000000001488,,1,,,,1,,1,,1,1,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,,,2,4,,,,
R_00000000001489,2,1,,,2,1,2,1,2,1,1,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000001490,1,2,,,1,2,2,1,1,2,1,3,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,3,,1,,2,,,,,,,
R_00000000001491,,1,,,,1,,1,,1,,,,3,1,2,,,,,,,,,,,,,,,,,3,2,4,5,1,,,,,,,,,,,,,,
R_00000000001492,2,1,,,2,1,2,1,2,1,1,,1,4,2,3,,,,,,,,,,3,,2,6,,,5,,4,7,,1,,,,,,,,,,,,,,
R_00000000001493,1,2,,,1,2,1,2,1,2,1,2,,3,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000001494,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001495,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000001496,1,2,,,1,2,2,1,1,2,1,,2,3,4,,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,,,,,,
R_00000000001497,2,1,,,2,1,1,2,1,2,1,,4,,2,3,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001498,,1,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,5,,1,,,,,
R_00000000001499,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,2,8,7,6,5,,,,,3,1,,,,,,,4,,,,,,,,,,,,,
R_00000000001500,1,2,,,1,2,1,2,1,2,1,,2,,1,3,4,,,,1,4,7,6,2,,11,,,5,8,,,3,12,,9,10,,,,,,,,,,,,,
R_00000000001501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001502,2,1,,,2,1,2,1,2,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000001503,3,1,2,,2,1,2,1,1,2,1,1,4,,3,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000001504,1,2,,,1,2,2,1,1,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000001505,1,2,3,,2,1,1,2,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000001506,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001507,,1,,,,1,,1,,1,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
R_00000000001508,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,1,,,,,1
R_00000000001509,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,10,8,11,4,,,3,6,1,7,5,2,,9,,,,,,,,,,,,
R_00000000001510,2,1,,,2,1,1,2,2,1,1,1,,4,2,,3,,,,,9,1,2,,,11,8,10,12,,4,,5,7,3,,,6,,,,,,,,,,,,
R_00000000001511,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,2,,6,7,,,8,4,5,9,,1,,3,,,,,,,,,,,,
R_00000000001512,1,2,,,1,2,1,,1,2,1,2,4,3,,,1,,,,5,8,10,6,12,3,,9,2,4,11,1,,,,,,7,,,,,,,,,,,,,
R_00000000001513,,1,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,
R_00000000001514,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,10,8,11,4,,,3,6,1,7,5,2,,9,,,,,,,,,,,,
R_00000000001515,1,2,,,2,1,2,1,2,1,1,,,3,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000001516,1,2,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,
R_00000000001517,2,1,,,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,4,8,1,7,,,6,3,11,10,2,5,,9,,,,,,,,,,,,
R_00000000001518,,1,,,,1,,1,,1,,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001519,1,2,,,1,2,1,2,1,2,1,2,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,5,,1,4,3,2,,,,,
R_00000000001520,1,,,Anybody else! ,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
R_00000000001521,1,2,,,2,1,1,2,1,2,1,4,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,1,,,4,,,,
R_00000000001522,2,1,,,2,1,2,1,1,2,1,2,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,3,5,1,,,,
R_00000000001523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001524,,,,,1,2,1,2,1,2,1,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,2,,,1,,,,,
R_00000000001525,2,1,,,2,1,1,2,2,1,1,3,,1,4,2,,,,,,,,7,,3,4,10,6,5,,,11,,8,2,9,,1,,,,,,,,,,,,
R_00000000001526,,,,,,,,,,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,2,,3,,,,
R_00000000001527,,1,,,,1,,1,,1,,,1,3,2,4,,,,,,,,,,5,9,6,4,,,7,,2,3,10,1,,8,,,,,,,,,,,,
R_00000000001528,1,2,,,1,2,1,2,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,5,,2,1,,,,
R_00000000001529,2,1,,,2,1,2,1,2,1,1,4,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,3,,,1,,,,,
R_00000000001530,1,3,2,Charles Newman,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000001531,1,2,,,1,2,1,2,1,2,1,3,4,,2,,1,,,,,,,,,,,,,,,,,,,,,,,3,5,4,,,,2,1,,,,
R_00000000001532,1,2,,,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000001533,2,1,,,2,1,2,1,2,1,1,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,,,2,,,,,
R_00000000001534,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,8,1,6,9,,,10,4,2,7,11,3,,5,,,,,,,,,,,,
R_00000000001535,2,1,,,2,1,2,1,2,1,1,2,,4,1,3,,,,,,,,,12,6,11,10,9,,,5,1,8,4,3,7,,2,,,,,,,,,,,,
R_00000000001536,2,1,,,2,1,2,1,1,2,1,,3,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,,4,,,,,
R_00000000001537,1,2,,,1,2,2,1,1,2,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R_00000000001538,1,2,,,1,2,1,2,1,2,1,2,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,1,,5,,3,4,,2,,,,
R_00000000001539,2,1,,,2,1,2,1,2,1,,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,5,,2,,,,,
R_00000000001540,2,1,,,2,1,2,1,2,1,1,,4,1,3,2,,,,,,,12,,,4,5,6,8,,,9,7,11,2,10,1,,3,,,,,,,,,,,,
R_00000000001541,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,
R_00000000001542,2,1,,,2,1,2,1,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001543,1,,,,1,,1,,1,,1,,,2,,,1,,,,,3,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,
R_00000000001544,2,1,,,1,2,1,2,1,2,,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,3,,2,,,,
R_00000000001545,,1,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,1,4,,,2,,,,,
R_00000000001546,2,1,,,2,1,2,1,2,1,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,5,,1,,,,,
R_00000000001547,2,1,,,2,1,2,1,2,1,1,,,,,,,,,1,,4,7,8,2,3,,9,,5,12,6,11,,1,,10,,,,,,,,,,,,,,
R_00000000001548,1,2,,,1,2,1,2,1,2,1,1,,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,3,,,,
R_00000000001549,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001550,2,1,,,1,2,1,2,1,2,1,,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,,5,,2,,,,
R_00000000001551,1,2,,,1,2,1,2,1,2,1,3,,4,2,,1,,,,5,2,3,1,8,11,,12,9,4,7,,10,,,,,6,,,,,,,,,,,,,
R_00000000001552,2,1,,,2,1,2,1,2,1,1,,3,4,2,1,,,,,,,,,,,,1,,,,3,2,,,,,,,,,,,,,,,,,,
R_00000000001553,2,1,,,2,1,2,1,2,1,1,,2,4,3,1,,,,,4,5,,1,,2,9,8,,,,12,10,11,7,,,6,3,,,,,,,,,,,,
R_00000000001554,2,1,,,1,2,2,1,1,2,1,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001555,1,2,,,2,1,1,2,1,2,1,2,,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001556,1,2,,,1,2,1,2,1,2,,3,,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,4,,3,,,,
R_00000000001557,1,2,,,2,1,1,2,1,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000001558,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000001559,,,,,,,2,1,1,2,,,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001560,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000001561,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001562,1,2,,,1,2,2,1,1,2,1,2,,3,4,,1,,,,7,9,5,2,8,1,,12,,10,6,3,4,,,,,11,,,,,,,,,,,,,
R_00000000001563,1,2,3,,1,2,1,2,1,2,1,,3,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,5,1,,,,
R_00000000001564,,,,,,,2,1,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001565,2,1,3,Marissa Erese ,,1,2,1,1,2,1,,3,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,3,1,2,4,,,,,
R_00000000001566,2,1,,,1,2,2,1,2,1,1,,1,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,2,,4,5,,,3,1,,,,
R_00000000001567,2,1,,,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,
R_00000000001568,2,1,,,1,2,1,2,1,2,1,4,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000001569,2,1,,,2,1,2,1,2,1,1,2,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,1,3,,,,,
R_00000000001570,2,1,,,2,1,2,1,2,1,1,,4,2,3,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000001571,2,1,,,2,1,2,1,2,1,1,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,,,2,,,,,
R_00000000001572,1,3,2,me,1,2,1,2,1,2,1,2,,,,,1,,,,7,,2,3,5,,,,,4,6,,,,,,,1,,,,,,,,,,,,,
R_00000000001573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001574,1,2,,,1,2,2,1,1,2,1,2,3,,1,,4,,,,2,4,,,8,1,,,,12,,,9,11,10,7,6,5,3,,,,,,,,,,,,
R_00000000001575,,1,,,,1,,1,,1,1,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,,,1,,,,,
R_00000000001576,,,,,2,1,2,1,2,1,1,3,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000001577,2,1,,,1,2,2,1,,1,1,2,1,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,,1,,4,,,,
R_00000000001578,1,2,,,1,2,1,2,2,1,1,2,,,3,4,1,,,,5,2,3,4,6,,,,,7,8,,,,,,,1,,,,,,,,,,,,,
R_00000000001579,1,,,,1,,1,,1,,1,2,,,,,1,,,,2,4,6,3,5,,,,,,1,,,,,,,7,,,,,,,,,,,,2,1
R_00000000001580,2,1,,,2,1,2,1,2,1,1,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001581,2,1,,,2,1,2,1,2,1,1,,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000001582,1,2,,,1,2,1,2,1,2,1,1,,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,4,5,1,,,,
R_00000000001583,1,2,,,1,2,1,2,1,2,1,2,4,,3,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,5,,3,,,4,,,,
R_00000000001584,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001586,1,2,,,2,1,2,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000001587,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001588,1,2,,,1,2,,,1,2,1,4,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2
R_00000000001589,2,1,,,2,1,2,1,2,1,,,3,1,2,4,,,,,,,,10,,4,1,2,3,,12,11,9,,8,5,6,,7,,,,,,,,,,,,
R_00000000001590,2,1,,,2,1,2,1,2,1,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,3,,,4,,,,,
R_00000000001591,2,1,,,2,1,2,1,2,1,1,,2,,3,4,1,,,,,3,,,,,,,,,,1,,,2,,4,,5,,,,,,,,,,,,
R_00000000001592,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000001593,1,2,3,,1,2,1,2,1,2,1,4,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,3,4,,,,,,
R_00000000001594,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000001595,2,1,,,2,1,2,1,2,1,1,,3,2,4,1,,,,,,11,,,,9,8,5,12,,,1,4,3,10,2,6,,7,,,,,,,,,,,,
R_00000000001596,1,2,,,1,2,1,2,1,2,1,1,,,4,3,2,,,,8,7,5,2,4,,11,,,1,6,9,12,,,,10,3,,,,,,,,,,,,,
R_00000000001597,1,2,,,1,2,1,2,1,2,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,
R_00000000001598,1,2,,,,1,1,2,1,2,,1,,3,4,,2,,,,5,4,3,7,8,10,,1,,9,2,11,12,,,,,6,,,,,,,,,,,,,
R_00000000001599,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000001600,2,1,,,2,1,1,2,2,1,1,,2,3,1,4,,,,,11,,,,,,8,6,1,,,2,5,10,9,7,4,12,3,,,,,,,,,,,,
R_00000000001601,2,1,,,2,1,2,1,2,1,1,,1,2,3,4,,,,,,,12,,,5,3,8,10,,,1,7,9,2,11,6,,4,,,,,,,,,,,,
R_00000000001602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001603,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,5,2,1,,,3,,,,,4,,,,,,,,,,,,,,,,,
R_00000000001604,1,2,,,1,2,1,2,1,2,1,,,,,,1,,,,,3,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
R_00000000001605,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000001606,,1,,,,1,1,,,1,1,,,,,,,,,1,,,,,,,3,,,,,,,,2,1,,,,,,,,,,,,,,,
R_00000000001607,1,2,3,,1,2,1,2,1,2,1,,2,,4,3,1,,,,1,,4,2,3,,,9,5,,10,,8,,,6,11,7,12,,,,,,,,,,,,
R_00000000001608,,,,,2,1,1,2,1,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001609,1,2,,,2,1,1,2,1,2,1,,,,,,,,1,,10,2,6,12,1,,7,,,3,9,,11,4,,,,8,5,,,,,,,,,,,,
R_00000000001610,,1,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000001611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000001612,2,1,,,2,1,2,1,2,1,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,5,3,,,,,
R_00000000001613,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000001614,2,1,,,2,1,2,1,2,1,1,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,,,1,,,,,
